date,time,temp(c),salinity(ppt),conduct(mS/cm),velocity(m/sec),datetime,,
8/30/2022,21:20,16.01,29.9,38.13,1503.84,08/30/2022 21:20:00,,
8/30/2022,21:40,15.95,29.9,38.08,1503.65,08/30/2022 21:40:00,,
8/30/2022,22:00,15.89,29.97,38.1,1503.54,08/30/2022 22:00:00,,
8/30/2022,22:20,15.86,29.97,38.07,1503.44,08/30/2022 22:20:00,,
8/30/2022,22:40,15.83,30.06,38.15,1503.45,08/30/2022 22:40:00,,
8/30/2022,23:00,15.8,30.19,38.27,1503.51,08/30/2022 23:00:00,,
8/30/2022,23:20,15.8,30.17,38.25,1503.48,08/30/2022 23:20:00,,
8/30/2022,23:40,15.76,30.17,38.22,1503.39,08/30/2022 23:40:00,,
8/30/2022,0:00,15.8,30.14,38.22,1503.46,08/30/2022 0:00:00,,
8/31/2022,0:20,15.76,30.08,38.12,1503.29,08/31/2022 0:20:00,,
8/31/2022,0:40,15.8,30.12,38.2,1503.43,08/31/2022 0:40:00,,
8/31/2022,1:00,15.8,30.03,38.1,1503.33,08/31/2022 1:00:00,,
8/31/2022,1:20,15.8,30.08,38.15,1503.38,08/31/2022 1:20:00,,
8/31/2022,1:40,15.8,30.08,38.15,1503.38,08/31/2022 1:40:00,,
8/31/2022,2:00,15.76,30.1,38.15,1503.31,08/31/2022 2:00:00,,
8/31/2022,2:20,15.76,30.08,38.12,1503.29,08/31/2022 2:20:00,,
8/31/2022,2:40,15.76,30.06,38.1,1503.26,08/31/2022 2:40:00,,
8/31/2022,3:00,15.76,29.95,37.97,1503.13,08/31/2022 3:00:00,,
8/31/2022,3:20,15.76,30.06,38.1,1503.26,08/31/2022 3:20:00,,
8/31/2022,3:40,15.76,30.06,38.1,1503.26,08/31/2022 3:40:00,,
8/31/2022,4:00,15.73,29.99,38,1503.09,08/31/2022 4:00:00,,
8/31/2022,4:20,15.73,30.06,38.07,1503.16,08/31/2022 4:20:00,,
8/31/2022,4:40,15.73,29.97,37.97,1503.06,08/31/2022 4:40:00,,
8/31/2022,5:00,15.73,30.04,38.05,1503.14,08/31/2022 5:00:00,,
8/31/2022,5:20,15.7,29.97,37.95,1502.97,08/31/2022 5:20:00,,
8/31/2022,5:40,15.7,30.04,38.02,1503.04,08/31/2022 5:40:00,,
8/31/2022,6:00,15.67,29.95,37.9,1502.85,08/31/2022 6:00:00,,
8/31/2022,6:20,15.67,29.99,37.95,1502.9,08/31/2022 6:20:00,,
8/31/2022,6:40,15.64,29.95,37.87,1502.75,08/31/2022 6:40:00,,
8/31/2022,7:00,15.58,29.97,37.84,1502.58,08/31/2022 7:00:00,,
8/31/2022,7:20,15.55,29.89,37.72,1502.38,08/31/2022 7:20:00,,
8/31/2022,7:40,15.52,29.95,37.77,1502.37,08/31/2022 7:40:00,,
8/31/2022,8:00,15.52,29.89,37.69,1502.29,08/31/2022 8:00:00,,
8/31/2022,8:20,15.52,29.86,37.67,1502.26,08/31/2022 8:20:00,,
8/31/2022,8:40,15.52,29.89,37.69,1502.29,08/31/2022 8:40:00,,
8/31/2022,9:00,15.52,29.91,37.72,1502.31,08/31/2022 9:00:00,,
8/31/2022,9:20,15.52,29.89,37.69,1502.29,08/31/2022 9:20:00,,
8/31/2022,9:40,15.49,29.84,37.62,1502.14,08/31/2022 9:40:00,,
8/31/2022,10:00,15.55,29.84,37.67,1502.33,08/31/2022 10:00:00,,
8/31/2022,10:20,15.61,29.82,37.7,1502.5,08/31/2022 10:20:00,,
8/31/2022,10:40,15.67,29.75,37.67,1502.61,08/31/2022 10:40:00,,
8/31/2022,11:00,15.76,29.71,37.7,1502.85,08/31/2022 11:00:00,,
8/31/2022,11:20,15.89,29.64,37.73,1503.15,08/31/2022 11:20:00,,
8/31/2022,11:40,16.07,29.68,37.93,1503.77,08/31/2022 11:40:00,,
8/31/2022,12:00,16.16,29.68,38.01,1504.06,08/31/2022 12:00:00,,
8/31/2022,12:20,16.31,29.68,38.14,1504.53,08/31/2022 12:20:00,,
8/31/2022,12:40,16.46,29.7,38.29,1505.02,08/31/2022 12:40:00,,
8/31/2022,13:00,16.61,29.68,38.39,1505.46,08/31/2022 13:00:00,,
8/31/2022,13:20,16.77,29.59,38.42,1505.82,08/31/2022 13:20:00,,
8/31/2022,13:40,16.89,29.65,38.6,1506.26,08/31/2022 13:40:00,,
8/31/2022,14:00,17.01,29.65,38.7,1506.63,08/31/2022 14:00:00,,
8/31/2022,14:20,17.13,29.63,38.78,1506.97,08/31/2022 14:20:00,,
8/31/2022,14:40,17.22,29.59,38.81,1507.19,08/31/2022 14:40:00,,
8/31/2022,15:00,17.28,29.54,38.81,1507.33,08/31/2022 15:00:00,,
8/31/2022,15:20,17.28,30.26,39.65,1508.16,08/31/2022 15:20:00,,
8/31/2022,15:40,17.13,30.14,39.38,1507.56,08/31/2022 15:40:00,,
8/31/2022,16:00,16.89,30.25,39.3,1506.96,08/31/2022 16:00:00,,
8/31/2022,16:20,16.68,30.51,39.42,1506.62,08/31/2022 16:20:00,,
8/31/2022,16:40,16.74,30.66,39.64,1506.98,08/31/2022 16:40:00,,
8/31/2022,17:00,16.8,30.76,39.82,1507.29,08/31/2022 17:00:00,,
8/31/2022,17:20,16.74,30.7,39.69,1507.03,08/31/2022 17:20:00,,
8/31/2022,17:40,16.61,30.56,39.41,1506.49,08/31/2022 17:40:00,,
8/31/2022,18:00,16.46,30.47,39.19,1505.93,08/31/2022 18:00:00,,
8/31/2022,18:20,16.28,30.67,39.26,1505.6,08/31/2022 18:20:00,,
8/31/2022,18:40,16.04,30.57,38.93,1504.73,08/31/2022 18:40:00,,
8/31/2022,19:00,15.86,30.58,38.77,1504.16,08/31/2022 19:00:00,,
8/31/2022,19:20,15.58,30.59,38.54,1503.31,08/31/2022 19:20:00,,
8/31/2022,19:40,15.34,30.51,38.24,1502.44,08/31/2022 19:40:00,,
8/31/2022,20:00,15.25,30.51,38.16,1502.15,08/31/2022 20:00:00,,
8/31/2022,20:20,15.28,30.51,38.19,1502.25,08/31/2022 20:20:00,,
8/31/2022,20:40,15.37,30.49,38.24,1502.51,08/31/2022 20:40:00,,
8/31/2022,21:00,15.43,30.51,38.31,1502.73,08/31/2022 21:00:00,,
8/31/2022,21:20,15.46,30.26,38.07,1502.54,08/31/2022 21:20:00,,
8/31/2022,21:40,15.49,30.24,38.07,1502.61,08/31/2022 21:40:00,,
8/31/2022,22:00,15.49,30.22,38.04,1502.58,08/31/2022 22:00:00,,
8/31/2022,22:20,15.46,30.22,38.02,1502.49,08/31/2022 22:20:00,,
8/31/2022,22:40,15.43,30.22,37.99,1502.39,08/31/2022 22:40:00,,
8/31/2022,23:00,15.4,30.15,37.89,1502.22,08/31/2022 23:00:00,,
8/31/2022,23:20,15.37,30.44,38.19,1502.46,08/31/2022 23:20:00,,
8/31/2022,23:40,15.37,30.66,38.44,1502.72,08/31/2022 23:40:00,,
8/31/2022,0:00,15.34,30.82,38.59,1502.81,08/31/2022 0:00:00,,
9/1/2022,0:20,15.37,30.86,38.66,1502.95,09/01/2022 0:20:00,,
9/1/2022,0:40,15.37,31.13,38.96,1503.27,09/01/2022 0:40:00,,
9/1/2022,1:00,15.4,31.19,39.06,1503.44,09/01/2022 1:00:00,,
9/1/2022,1:20,15.4,31.19,39.06,1503.44,09/01/2022 1:20:00,,
9/1/2022,1:40,15.4,31.21,39.08,1503.47,09/01/2022 1:40:00,,
9/1/2022,2:00,15.43,31.26,39.16,1503.62,09/01/2022 2:00:00,,
9/1/2022,2:20,15.49,31.25,39.21,1503.81,09/01/2022 2:20:00,,
9/1/2022,2:40,15.55,31.23,39.24,1503.97,09/01/2022 2:40:00,,
9/1/2022,3:00,15.58,31.21,39.24,1504.04,09/01/2022 3:00:00,,
9/1/2022,3:20,15.64,31.29,39.39,1504.33,09/01/2022 3:20:00,,
9/1/2022,3:40,15.64,31.25,39.34,1504.28,09/01/2022 3:40:00,,
9/1/2022,4:00,15.67,31.16,39.27,1504.27,09/01/2022 4:00:00,,
9/1/2022,4:20,15.67,31.13,39.24,1504.24,09/01/2022 4:20:00,,
9/1/2022,4:40,15.67,31.24,39.37,1504.37,09/01/2022 4:40:00,,
9/1/2022,5:00,15.67,31.18,39.29,1504.29,09/01/2022 5:00:00,,
9/1/2022,5:20,15.67,31.29,39.42,1504.42,09/01/2022 5:20:00,,
9/1/2022,5:40,15.64,31.25,39.34,1504.28,09/01/2022 5:40:00,,
9/1/2022,6:00,15.61,31.27,39.34,1504.21,09/01/2022 6:00:00,,
9/1/2022,6:20,15.55,31.25,39.26,1504,09/01/2022 6:20:00,,
9/1/2022,6:40,15.46,31.03,38.94,1503.45,09/01/2022 6:40:00,,
9/1/2022,7:00,15.34,31.06,38.86,1503.09,09/01/2022 7:00:00,,
9/1/2022,7:20,15.28,31.13,38.88,1502.98,09/01/2022 7:20:00,,
9/1/2022,7:40,15.21,31.27,38.98,1502.95,09/01/2022 7:40:00,,
9/1/2022,8:00,15.21,31.24,38.96,1502.92,09/01/2022 8:00:00,,
9/1/2022,8:20,15.28,30.91,38.63,1502.72,09/01/2022 8:20:00,,
9/1/2022,8:40,15.4,31.06,38.91,1503.29,09/01/2022 8:40:00,,
9/1/2022,9:00,15.46,31.17,39.09,1503.61,09/01/2022 9:00:00,,
9/1/2022,9:20,15.46,31.06,38.96,1503.48,09/01/2022 9:20:00,,
9/1/2022,9:40,15.43,31.15,39.04,1503.49,09/01/2022 9:40:00,,
9/1/2022,10:00,15.46,31.06,38.96,1503.48,09/01/2022 10:00:00,,
9/1/2022,10:20,15.49,31.23,39.19,1503.78,09/01/2022 10:20:00,,
9/1/2022,10:40,15.58,31.38,39.44,1504.25,09/01/2022 10:40:00,,
9/1/2022,11:00,15.67,31.36,39.49,1504.5,09/01/2022 11:00:00,,
9/1/2022,11:20,15.76,31.39,39.62,1504.84,09/01/2022 11:20:00,,
9/1/2022,11:40,15.86,31.37,39.67,1505.09,09/01/2022 11:40:00,,
9/1/2022,12:00,15.92,31.34,39.7,1505.25,09/01/2022 12:00:00,,
9/1/2022,12:20,15.95,31.39,39.77,1505.4,09/01/2022 12:20:00,,
9/1/2022,12:40,15.95,31.39,39.77,1505.4,09/01/2022 12:40:00,,
9/1/2022,13:00,16.01,31.36,39.8,1505.56,09/01/2022 13:00:00,,
9/1/2022,13:20,16.13,31.31,39.85,1505.88,09/01/2022 13:20:00,,
9/1/2022,13:40,16.16,31.44,40.03,1506.12,09/01/2022 13:40:00,,
9/1/2022,14:00,16.31,31.45,40.18,1506.61,09/01/2022 14:00:00,,
9/1/2022,14:20,16.4,31.45,40.26,1506.88,09/01/2022 14:20:00,,
9/1/2022,14:40,16.31,31.45,40.18,1506.61,09/01/2022 14:40:00,,
9/1/2022,15:00,16.04,31.36,39.82,1505.65,09/01/2022 15:00:00,,
9/1/2022,15:20,15.76,31.44,39.67,1504.89,09/01/2022 15:20:00,,
9/1/2022,15:40,15.61,31.4,39.49,1504.37,09/01/2022 15:40:00,,
9/1/2022,16:00,15.34,31.51,39.36,1503.62,09/01/2022 16:00:00,,
9/1/2022,16:20,15.15,31.4,39.08,1502.92,09/01/2022 16:20:00,,
9/1/2022,16:40,15.09,31.45,39.08,1502.78,09/01/2022 16:40:00,,
9/1/2022,17:00,14.97,31.39,38.9,1502.31,09/01/2022 17:00:00,,
9/1/2022,17:20,15,31.48,39.03,1502.52,09/01/2022 17:20:00,,
9/1/2022,17:40,15.06,31.45,39.05,1502.68,09/01/2022 17:40:00,,
9/1/2022,18:00,15.21,31.4,39.13,1503.11,09/01/2022 18:00:00,,
9/1/2022,18:20,15.34,31.37,39.21,1503.46,09/01/2022 18:20:00,,
9/1/2022,18:40,15.46,31.41,39.36,1503.89,09/01/2022 18:40:00,,
9/1/2022,19:00,15.67,31.31,39.44,1504.45,09/01/2022 19:00:00,,
9/1/2022,19:20,15.92,31.23,39.57,1505.12,09/01/2022 19:20:00,,
9/1/2022,19:40,15.95,31.32,39.7,1505.32,09/01/2022 19:40:00,,
9/1/2022,20:00,15.92,31.32,39.67,1505.23,09/01/2022 20:00:00,,
9/1/2022,20:20,16.07,31.16,39.62,1505.51,09/01/2022 20:20:00,,
9/1/2022,20:40,16.13,31.2,39.73,1505.75,09/01/2022 20:40:00,,
9/1/2022,21:00,15.98,31.19,39.57,1505.26,09/01/2022 21:00:00,,
9/1/2022,21:20,15.7,31.18,39.32,1504.39,09/01/2022 21:20:00,,
9/1/2022,21:40,15.52,31.12,39.09,1503.74,09/01/2022 21:40:00,,
9/1/2022,22:00,15.43,31.04,38.91,1503.35,09/01/2022 22:00:00,,
9/1/2022,22:20,15.34,31.08,38.88,1503.12,09/01/2022 22:20:00,,
9/1/2022,22:40,15.28,31.09,38.83,1502.93,09/01/2022 22:40:00,,
9/1/2022,23:00,15.21,30.98,38.66,1502.61,09/01/2022 23:00:00,,
9/1/2022,23:20,15.15,30.91,38.53,1502.34,09/01/2022 23:20:00,,
9/1/2022,23:40,15.09,30.89,38.45,1502.12,09/01/2022 23:40:00,,
9/1/2022,0:00,15.03,31.1,38.63,1502.16,09/01/2022 0:00:00,,
9/2/2022,0:20,14.97,31.12,38.6,1501.99,09/02/2022 0:20:00,,
9/2/2022,0:40,14.94,31.17,38.63,1501.95,09/02/2022 0:40:00,,
9/2/2022,1:00,14.97,31.15,38.63,1502.02,09/02/2022 1:00:00,,
9/2/2022,1:20,15.03,31.16,38.7,1502.24,09/02/2022 1:20:00,,
9/2/2022,1:40,15.06,31.19,38.75,1502.36,09/02/2022 1:40:00,,
9/2/2022,2:00,15.09,31.16,38.75,1502.43,09/02/2022 2:00:00,,
9/2/2022,2:20,15.06,31.07,38.63,1502.23,09/02/2022 2:20:00,,
9/2/2022,2:40,15,31.21,38.73,1502.2,09/02/2022 2:40:00,,
9/2/2022,3:00,14.88,31.22,38.62,1501.81,09/02/2022 3:00:00,,
9/2/2022,3:20,14.75,31.16,38.45,1501.34,09/02/2022 3:20:00,,
9/2/2022,3:40,14.54,31.19,38.29,1500.68,09/02/2022 3:40:00,,
9/2/2022,4:00,14.26,31.07,37.91,1499.63,09/02/2022 4:00:00,,
9/2/2022,4:20,13.98,31.06,37.66,1498.71,09/02/2022 4:20:00,,
9/2/2022,4:40,13.76,30.95,37.35,1497.86,09/02/2022 4:40:00,,
9/2/2022,5:00,13.45,31.25,37.39,1497.18,09/02/2022 5:00:00,,
9/2/2022,5:20,13.32,31.35,37.39,1496.88,09/02/2022 5:20:00,,
9/2/2022,5:40,13.2,31.19,37.11,1496.27,09/02/2022 5:40:00,,
9/2/2022,6:00,13.14,31.22,37.09,1496.1,09/02/2022 6:00:00,,
9/2/2022,6:20,13.07,31.13,36.94,1495.78,09/02/2022 6:20:00,,
9/2/2022,6:40,13.14,30.99,36.84,1495.82,09/02/2022 6:40:00,,
9/2/2022,7:00,13.14,31.17,37.04,1496.04,09/02/2022 7:00:00,,
9/2/2022,7:20,13.23,30.93,36.87,1496.07,09/02/2022 7:20:00,,
9/2/2022,7:40,13.26,30.77,36.72,1495.98,09/02/2022 7:40:00,,
9/2/2022,8:00,13.29,30.54,36.49,1495.8,09/02/2022 8:00:00,,
9/2/2022,8:20,13.29,30.47,36.42,1495.72,09/02/2022 8:20:00,,
9/2/2022,8:40,13.39,29.96,35.95,1495.42,09/02/2022 8:40:00,,
9/2/2022,9:00,13.82,29.79,36.13,1496.67,09/02/2022 9:00:00,,
9/2/2022,9:20,14.14,30.19,36.84,1498.18,09/02/2022 9:20:00,,
9/2/2022,9:40,14.23,29.87,36.57,1498.1,09/02/2022 9:40:00,,
9/2/2022,10:00,14.41,30.13,37.02,1499.03,09/02/2022 10:00:00,,
9/2/2022,10:20,14.69,30.73,37.92,1500.64,09/02/2022 10:20:00,,
9/2/2022,10:40,14.82,30.26,37.5,1500.47,09/02/2022 10:40:00,,
9/2/2022,11:00,14.75,31.02,38.3,1501.18,09/02/2022 11:00:00,,
9/2/2022,11:20,14.69,31.29,38.54,1501.31,09/02/2022 11:20:00,,
9/2/2022,11:40,14.72,31.34,38.62,1501.46,09/02/2022 11:40:00,,
9/2/2022,12:00,14.78,31.38,38.72,1501.71,09/02/2022 12:00:00,,
9/2/2022,12:20,14.85,31.35,38.75,1501.87,09/02/2022 12:20:00,,
9/2/2022,12:40,14.82,31.4,38.77,1501.83,09/02/2022 12:40:00,,
9/2/2022,13:00,14.66,31.39,38.62,1501.32,09/02/2022 13:00:00,,
9/2/2022,13:20,14.82,31.4,38.77,1501.83,09/02/2022 13:20:00,,
9/2/2022,13:40,15.06,31.27,38.85,1502.47,09/02/2022 13:40:00,,
9/2/2022,14:00,15.03,31.34,38.9,1502.45,09/02/2022 14:00:00,,
9/2/2022,14:20,15.06,31.41,39,1502.63,09/02/2022 14:20:00,,
9/2/2022,14:40,15.12,31.36,39,1502.77,09/02/2022 14:40:00,,
9/2/2022,15:00,15.06,31.36,38.95,1502.58,09/02/2022 15:00:00,,
9/2/2022,15:20,14.6,31.28,38.44,1500.99,09/02/2022 15:20:00,,
9/2/2022,15:40,14.45,31.37,38.41,1500.6,09/02/2022 15:40:00,,
9/2/2022,16:00,14.23,31.39,38.23,1499.91,09/02/2022 16:00:00,,
9/2/2022,16:20,13.86,31.32,37.83,1498.61,09/02/2022 16:20:00,,
9/2/2022,16:40,13.67,31.37,37.72,1498.06,09/02/2022 16:40:00,,
9/2/2022,17:00,13.36,31.41,37.49,1497.07,09/02/2022 17:00:00,,
9/2/2022,17:20,13.14,31.41,37.29,1496.32,09/02/2022 17:20:00,,
9/2/2022,17:40,12.98,31.39,37.13,1495.78,09/02/2022 17:40:00,,
9/2/2022,18:00,12.98,31.49,37.23,1495.89,09/02/2022 18:00:00,,
9/2/2022,18:20,13.07,31.34,37.16,1496.03,09/02/2022 18:20:00,,
9/2/2022,18:40,13.1,31.41,37.26,1496.22,09/02/2022 18:40:00,,
9/2/2022,19:00,13.01,31.39,37.16,1495.88,09/02/2022 19:00:00,,
9/2/2022,19:20,12.98,31.34,37.08,1495.72,09/02/2022 19:20:00,,
9/2/2022,19:40,12.98,31.27,37.01,1495.63,09/02/2022 19:40:00,,
9/2/2022,20:00,13.26,31.21,37.19,1496.51,09/02/2022 20:00:00,,
9/2/2022,20:20,13.89,31.43,37.98,1498.84,09/02/2022 20:20:00,,
9/2/2022,20:40,14.26,31.32,38.19,1499.93,09/02/2022 20:40:00,,
9/2/2022,21:00,14.51,31.24,38.32,1500.64,09/02/2022 21:00:00,,
9/2/2022,21:20,14.69,31.23,38.47,1501.23,09/02/2022 21:20:00,,
9/2/2022,21:40,14.82,31.26,38.62,1501.67,09/02/2022 21:40:00,,
9/2/2022,22:00,14.88,31.08,38.47,1501.65,09/02/2022 22:00:00,,
9/2/2022,22:20,15.03,30.96,38.48,1502,09/02/2022 22:20:00,,
9/2/2022,22:40,15,31.17,38.68,1502.14,09/02/2022 22:40:00,,
9/2/2022,23:00,14.85,31.15,38.52,1501.63,09/02/2022 23:00:00,,
9/2/2022,23:20,14.6,31.12,38.27,1500.8,09/02/2022 23:20:00,,
9/2/2022,23:40,14.54,31.08,38.17,1500.55,09/02/2022 23:40:00,,
9/2/2022,0:00,14.57,31.05,38.17,1500.62,09/02/2022 0:00:00,,
9/3/2022,0:20,14.54,31.1,38.19,1500.58,09/03/2022 0:20:00,,
9/3/2022,0:40,14.54,31.05,38.14,1500.52,09/03/2022 0:40:00,,
9/3/2022,1:00,14.51,31.08,38.14,1500.45,09/03/2022 1:00:00,,
9/3/2022,1:20,14.45,30.83,37.82,1499.96,09/03/2022 1:20:00,,
9/3/2022,1:40,14.48,31.1,38.14,1500.38,09/03/2022 1:40:00,,
9/3/2022,2:00,14.51,31.1,38.17,1500.48,09/03/2022 2:00:00,,
9/3/2022,2:20,14.48,31.24,38.29,1500.54,09/03/2022 2:20:00,,
9/3/2022,2:40,14.41,31.2,38.19,1500.29,09/03/2022 2:40:00,,
9/3/2022,3:00,14.38,31.22,38.19,1500.22,09/03/2022 3:00:00,,
9/3/2022,3:20,14.45,31.24,38.26,1500.44,09/03/2022 3:20:00,,
9/3/2022,3:40,14.6,31.19,38.34,1500.88,09/03/2022 3:40:00,,
9/3/2022,4:00,14.66,31.36,38.59,1501.29,09/03/2022 4:00:00,,
9/3/2022,4:20,14.51,31.33,38.42,1500.75,09/03/2022 4:20:00,,
9/3/2022,4:40,14.17,31.25,38.03,1499.55,09/03/2022 4:40:00,,
9/3/2022,5:00,13.79,31.41,37.88,1498.52,09/03/2022 5:00:00,,
9/3/2022,5:20,13.42,31.43,37.57,1497.3,09/03/2022 5:20:00,,
9/3/2022,5:40,13.07,31.41,37.24,1496.11,09/03/2022 5:40:00,,
9/3/2022,6:00,12.88,31.37,37.03,1495.44,09/03/2022 6:00:00,,
9/3/2022,6:20,12.79,31.4,36.98,1495.15,09/03/2022 6:20:00,,
9/3/2022,6:40,12.76,31.38,36.93,1495.02,09/03/2022 6:40:00,,
9/3/2022,7:00,12.66,31.39,36.85,1494.7,09/03/2022 7:00:00,,
9/3/2022,7:20,12.6,31.37,36.78,1494.46,09/03/2022 7:20:00,,
9/3/2022,7:40,12.51,31.4,36.72,1494.18,09/03/2022 7:40:00,,
9/3/2022,8:00,12.38,31.29,36.5,1493.61,09/03/2022 8:00:00,,
9/3/2022,8:20,12.35,31.39,36.57,1493.62,09/03/2022 8:20:00,,
9/3/2022,8:40,12.35,31.31,36.5,1493.53,09/03/2022 8:40:00,,
9/3/2022,9:00,12.38,31.31,36.52,1493.64,09/03/2022 9:00:00,,
9/3/2022,9:20,12.51,31.35,36.67,1494.12,09/03/2022 9:20:00,,
9/3/2022,9:40,12.66,31.46,36.93,1494.79,09/03/2022 9:40:00,,
9/3/2022,10:00,12.76,31.31,36.85,1494.93,09/03/2022 10:00:00,,
9/3/2022,10:20,12.82,31.35,36.96,1495.2,09/03/2022 10:20:00,,
9/3/2022,10:40,12.85,31.4,37.03,1495.36,09/03/2022 10:40:00,,
9/3/2022,11:00,12.82,31.42,37.03,1495.28,09/03/2022 11:00:00,,
9/3/2022,11:20,12.79,31.38,36.95,1495.12,09/03/2022 11:20:00,,
9/3/2022,11:40,12.69,31.36,36.85,1494.78,09/03/2022 11:40:00,,
9/3/2022,12:00,12.69,31.41,36.9,1494.84,09/03/2022 12:00:00,,
9/3/2022,12:20,12.63,31.46,36.9,1494.68,09/03/2022 12:20:00,,
9/3/2022,12:40,12.66,31.36,36.83,1494.67,09/03/2022 12:40:00,,
9/3/2022,13:00,12.73,31.31,36.83,1494.83,09/03/2022 13:00:00,,
9/3/2022,13:20,12.85,31.31,36.93,1495.25,09/03/2022 13:20:00,,
9/3/2022,13:40,13.48,31.43,37.62,1497.5,09/03/2022 13:40:00,,
9/3/2022,14:00,14.45,31.37,38.41,1500.6,09/03/2022 14:00:00,,
9/3/2022,14:20,15.03,31.34,38.9,1502.45,09/03/2022 14:20:00,,
9/3/2022,14:40,14.72,31.38,38.67,1501.51,09/03/2022 14:40:00,,
9/3/2022,15:00,14.38,31.42,38.41,1500.46,09/03/2022 15:00:00,,
9/3/2022,15:20,14.2,31.46,38.28,1499.9,09/03/2022 15:20:00,,
9/3/2022,15:40,13.98,31.29,37.9,1498.98,09/03/2022 15:40:00,,
9/3/2022,16:00,13.61,31.42,37.72,1497.91,09/03/2022 16:00:00,,
9/3/2022,16:20,13.57,31.33,37.6,1497.7,09/03/2022 16:20:00,,
9/3/2022,16:40,13.42,31.36,37.49,1497.22,09/03/2022 16:40:00,,
9/3/2022,17:00,13.39,31.37,37.47,1497.11,09/03/2022 17:00:00,,
9/3/2022,17:20,13.04,31.34,37.13,1495.93,09/03/2022 17:20:00,,
9/3/2022,17:40,12.69,31.39,36.88,1494.81,09/03/2022 17:40:00,,
9/3/2022,18:00,12.38,31.38,36.6,1493.72,09/03/2022 18:00:00,,
9/3/2022,18:20,12.22,31.51,36.59,1493.34,09/03/2022 18:20:00,,
9/3/2022,18:40,12.19,31.47,36.52,1493.17,09/03/2022 18:40:00,,
9/3/2022,19:00,12.22,31.39,36.47,1493.19,09/03/2022 19:00:00,,
9/3/2022,19:20,12.16,31.4,36.42,1492.98,09/03/2022 19:20:00,,
9/3/2022,19:40,12.16,31.14,36.14,1492.66,09/03/2022 19:40:00,,
9/3/2022,20:00,12.19,31.25,36.29,1492.91,09/03/2022 20:00:00,,
9/3/2022,20:20,12.22,31.16,36.22,1492.9,09/03/2022 20:20:00,,
9/3/2022,20:40,12.22,31.16,36.22,1492.9,09/03/2022 20:40:00,,
9/3/2022,21:00,12.44,31.24,36.5,1493.76,09/03/2022 21:00:00,,
9/3/2022,21:20,13.26,31.12,37.09,1496.4,09/03/2022 21:20:00,,
9/3/2022,21:40,13.7,30.8,37.13,1497.47,09/03/2022 21:40:00,,
9/3/2022,22:00,14.51,30.72,37.74,1500.02,09/03/2022 22:00:00,,
9/3/2022,22:20,14.94,30.48,37.85,1501.13,09/03/2022 22:20:00,,
9/3/2022,22:40,15.37,30.26,37.99,1502.25,09/03/2022 22:40:00,,
9/3/2022,23:00,15.55,30.46,38.37,1503.06,09/03/2022 23:00:00,,
9/3/2022,23:20,15.43,30.48,38.29,1502.7,09/03/2022 23:20:00,,
9/3/2022,23:40,15.15,30.6,38.18,1501.97,09/03/2022 23:40:00,,
9/3/2022,0:00,14.94,30.66,38.05,1501.34,09/03/2022 0:00:00,,
9/4/2022,0:20,14.88,30.66,38,1501.15,09/04/2022 0:20:00,,
9/4/2022,0:40,14.94,30.59,37.98,1501.26,09/04/2022 0:40:00,,
9/4/2022,1:00,15.03,30.61,38.08,1501.58,09/04/2022 1:00:00,,
9/4/2022,1:20,15,30.59,38.03,1501.46,09/04/2022 1:20:00,,
9/4/2022,1:40,14.97,30.48,37.88,1501.23,09/04/2022 1:40:00,,
9/4/2022,2:00,14.91,30.54,37.9,1501.11,09/04/2022 2:00:00,,
9/4/2022,2:20,14.85,30.37,37.65,1500.7,09/04/2022 2:20:00,,
9/4/2022,2:40,14.85,30.41,37.7,1500.76,09/04/2022 2:40:00,,
9/4/2022,3:00,14.88,30.9,38.28,1501.44,09/04/2022 3:00:00,,
9/4/2022,3:20,14.97,30.94,38.4,1501.78,09/04/2022 3:20:00,,
9/4/2022,3:40,15,30.97,38.45,1501.91,09/04/2022 3:40:00,,
9/4/2022,4:00,15.06,31.03,38.58,1502.18,09/04/2022 4:00:00,,
9/4/2022,4:20,15.06,30.92,38.45,1502.05,09/04/2022 4:20:00,,
9/4/2022,4:40,15.06,31.16,38.73,1502.34,09/04/2022 4:40:00,,
9/4/2022,5:00,15,31.17,38.68,1502.14,09/04/2022 5:00:00,,
9/4/2022,5:20,14.85,31.22,38.6,1501.71,09/04/2022 5:20:00,,
9/4/2022,5:40,14.66,31.21,38.42,1501.1,09/04/2022 5:40:00,,
9/4/2022,6:00,14.32,31.22,38.14,1500.02,09/04/2022 6:00:00,,
9/4/2022,6:20,13.95,31.2,37.78,1498.77,09/04/2022 6:20:00,,
9/4/2022,6:40,13.64,31.14,37.45,1497.68,09/04/2022 6:40:00,,
9/4/2022,7:00,13.29,31.19,37.19,1496.58,09/04/2022 7:00:00,,
9/4/2022,7:20,12.98,31.18,36.91,1495.52,09/04/2022 7:20:00,,
9/4/2022,7:40,12.66,31.18,36.63,1494.45,09/04/2022 7:40:00,,
9/4/2022,8:00,12.41,31.05,36.27,1493.43,09/04/2022 8:00:00,,
9/4/2022,8:20,12.28,31.13,36.25,1493.09,09/04/2022 8:20:00,,
9/4/2022,8:40,12.22,31.13,36.19,1492.87,09/04/2022 8:40:00,,
9/4/2022,9:00,12.22,31.13,36.19,1492.87,09/04/2022 9:00:00,,
9/4/2022,9:20,12.22,31.13,36.19,1492.87,09/04/2022 9:20:00,,
