date,time,temp(c),salinity(ppt),conduct(mS/cm),velocity(m/sec),datetime,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
8/13/2022,8:00,17.52,0.02,0.03,1473.8,08/13/2022 8:00:00,,
8/13/2022,8:20,16.52,31.66,40.61,1507.5,08/13/2022 8:20:00,,
8/13/2022,8:40,16.61,31.63,40.66,1507.75,08/13/2022 8:40:00,,
8/13/2022,9:00,16.74,31.63,40.76,1508.11,08/13/2022 9:00:00,,
8/13/2022,9:20,16.92,31.51,40.79,1508.52,08/13/2022 9:20:00,,
8/13/2022,9:40,17.07,31.27,40.65,1508.7,08/13/2022 9:40:00,,
8/13/2022,10:00,17.07,31.23,40.6,1508.65,08/13/2022 10:00:00,,
8/13/2022,10:20,17.1,31.22,40.62,1508.74,08/13/2022 10:20:00,,
8/13/2022,10:40,17.13,31.39,40.85,1509.03,08/13/2022 10:40:00,,
8/13/2022,11:00,17.19,31.63,41.17,1509.48,08/13/2022 11:00:00,,
8/13/2022,11:20,17.07,31.7,41.14,1509.2,08/13/2022 11:20:00,,
8/13/2022,11:40,16.95,31.74,41.09,1508.89,08/13/2022 11:40:00,,
8/13/2022,12:00,17.01,31.7,41.09,1509.02,08/13/2022 12:00:00,,
8/13/2022,12:20,17.07,31.74,41.19,1509.25,08/13/2022 12:20:00,,
8/13/2022,12:40,17.13,31.74,41.25,1509.42,08/13/2022 12:40:00,,
8/13/2022,13:00,17.22,31.73,41.32,1509.69,08/13/2022 13:00:00,,
8/13/2022,13:20,17.31,31.73,41.4,1509.96,08/13/2022 13:20:00,,
8/13/2022,13:40,16.98,31.7,41.07,1508.93,08/13/2022 13:40:00,,
8/13/2022,14:00,16.4,31.75,40.6,1507.24,08/13/2022 14:00:00,,
8/13/2022,14:20,16.1,31.77,40.35,1506.32,08/13/2022 14:20:00,,
8/13/2022,14:40,15.89,31.74,40.12,1505.62,08/13/2022 14:40:00,,
8/13/2022,15:00,15.67,31.73,39.91,1504.94,08/13/2022 15:00:00,,
8/13/2022,15:20,15.52,31.76,39.81,1504.5,08/13/2022 15:20:00,,
8/13/2022,15:40,15.49,31.72,39.73,1504.35,08/13/2022 15:40:00,,
8/13/2022,16:00,15.34,31.59,39.46,1503.72,08/13/2022 16:00:00,,
8/13/2022,16:20,15.25,31.42,39.18,1503.23,08/13/2022 16:20:00,,
8/13/2022,16:40,15.28,31.18,38.93,1503.04,08/13/2022 16:40:00,,
8/13/2022,17:00,15.37,30.24,37.96,1502.22,08/13/2022 17:00:00,,
8/13/2022,17:20,15.58,29.49,37.3,1502.01,08/13/2022 17:20:00,,
8/13/2022,17:40,15.89,29.58,37.65,1503.08,08/13/2022 17:40:00,,
8/13/2022,18:00,16.13,29.18,37.41,1503.38,08/13/2022 18:00:00,,
8/13/2022,18:20,16.52,29.14,37.69,1504.55,08/13/2022 18:20:00,,
8/13/2022,18:40,16.86,28.89,37.67,1505.28,08/13/2022 18:40:00,,
8/13/2022,19:00,17.16,28.87,37.91,1506.18,08/13/2022 19:00:00,,
8/13/2022,19:20,17.37,28.51,37.66,1506.4,08/13/2022 19:20:00,,
8/13/2022,19:40,17.58,28.77,38.14,1507.33,08/13/2022 19:40:00,,
8/13/2022,20:00,17.64,28.64,38.04,1507.37,08/13/2022 20:00:00,,
8/13/2022,20:20,17.67,29.08,38.59,1507.97,08/13/2022 20:20:00,,
8/13/2022,20:40,17.67,29.27,38.82,1508.18,08/13/2022 20:40:00,,
8/13/2022,21:00,17.67,29.79,39.44,1508.79,08/13/2022 21:00:00,,
8/13/2022,21:20,17.64,30.32,40.04,1509.31,08/13/2022 21:20:00,,
8/13/2022,21:40,17.55,30.87,40.61,1509.68,08/13/2022 21:40:00,,
8/13/2022,22:00,17.49,31.23,40.98,1509.92,08/13/2022 22:00:00,,
8/13/2022,22:20,17.49,31.42,41.2,1510.14,08/13/2022 22:20:00,,
8/13/2022,22:40,17.43,31.57,41.33,1510.14,08/13/2022 22:40:00,,
8/13/2022,23:00,17.43,31.61,41.38,1510.19,08/13/2022 23:00:00,,
8/13/2022,23:20,17.4,31.66,41.4,1510.15,08/13/2022 23:20:00,,
8/13/2022,23:40,17.4,31.66,41.4,1510.15,08/13/2022 23:40:00,,
8/13/2022,0:00,17.43,31.66,41.43,1510.23,08/13/2022 0:00:00,,
8/14/2022,0:20,17.43,31.66,41.43,1510.23,08/14/2022 0:20:00,,
8/14/2022,0:40,17.34,31.68,41.38,1509.99,08/14/2022 0:40:00,,
8/14/2022,1:00,17.22,31.64,41.22,1509.59,08/14/2022 1:00:00,,
8/14/2022,1:20,16.95,31.66,40.99,1508.79,08/14/2022 1:20:00,,
8/14/2022,1:40,16.55,31.59,40.56,1507.52,08/14/2022 1:40:00,,
8/14/2022,2:00,16.07,31.53,40.05,1505.95,08/14/2022 2:00:00,,
8/14/2022,2:20,15.73,31.24,39.42,1504.56,08/14/2022 2:20:00,,
8/14/2022,2:40,15.31,31.37,39.18,1503.37,08/14/2022 2:40:00,,
8/14/2022,3:00,14.94,30.74,38.15,1501.45,08/14/2022 3:00:00,,
8/14/2022,3:20,14.69,29.97,37.08,1499.73,08/14/2022 3:20:00,,
8/14/2022,3:40,14.57,27.78,34.53,1496.73,08/14/2022 3:40:00,,
8/14/2022,4:00,14.72,27.7,34.56,1497.13,08/14/2022 4:00:00,,
8/14/2022,4:20,15.03,29.43,36.76,1500.18,08/14/2022 4:20:00,,
8/14/2022,4:40,15.4,28,35.45,1499.67,08/14/2022 4:40:00,,
8/14/2022,5:00,15.43,28.37,35.9,1500.21,08/14/2022 5:00:00,,
8/14/2022,5:20,15.58,27.29,34.78,1499.42,08/14/2022 5:20:00,,
8/14/2022,5:40,15.86,27.41,35.13,1500.43,08/14/2022 5:40:00,,
8/14/2022,6:00,15.98,27.37,35.19,1500.77,08/14/2022 6:00:00,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
8/14/2022,8:00,15.92,0.18,0.32,1468.58,08/14/2022 8:00:00,,
8/14/2022,8:20,16.07,16.52,22.28,1488.3,08/14/2022 8:20:00,,
8/14/2022,8:40,16.22,31.81,40.5,1506.74,08/14/2022 8:40:00,,
8/14/2022,9:00,16.37,31.78,40.6,1507.17,08/14/2022 9:00:00,,
8/14/2022,9:20,16.52,31.66,40.61,1507.5,08/14/2022 9:20:00,,
8/14/2022,9:40,16.71,30.83,39.81,1507.09,08/14/2022 9:40:00,,
8/14/2022,10:00,16.83,30.06,39.02,1506.55,08/14/2022 10:00:00,,
8/14/2022,10:20,16.89,30.51,39.59,1507.26,08/14/2022 10:20:00,,
8/14/2022,10:40,16.98,30.97,40.22,1508.08,08/14/2022 10:40:00,,
8/14/2022,11:00,17.1,31.25,40.65,1508.76,08/14/2022 11:00:00,,
8/14/2022,11:20,17.22,31.43,40.97,1509.34,08/14/2022 11:20:00,,
8/14/2022,11:40,17.37,31.53,41.23,1509.91,08/14/2022 11:40:00,,
8/14/2022,12:00,17.4,31.68,41.43,1510.17,08/14/2022 12:00:00,,
8/14/2022,12:20,17.16,31.75,41.3,1509.54,08/14/2022 12:20:00,,
8/14/2022,12:40,16.65,31.78,40.86,1508.02,08/14/2022 12:40:00,,
8/14/2022,13:00,16.37,31.78,40.6,1507.17,08/14/2022 13:00:00,,
8/14/2022,13:20,16.1,31.79,40.37,1506.35,08/14/2022 13:20:00,,
8/14/2022,13:40,16.01,31.78,40.27,1506.05,08/14/2022 13:40:00,,
8/14/2022,14:00,15.98,31.8,40.27,1505.98,08/14/2022 14:00:00,,
8/14/2022,14:20,16.04,31.75,40.27,1506.11,08/14/2022 14:20:00,,
8/14/2022,14:40,16.04,31.77,40.3,1506.14,08/14/2022 14:40:00,,
8/14/2022,15:00,16.04,31.75,40.27,1506.11,08/14/2022 15:00:00,,
8/14/2022,15:20,16.07,31.73,40.27,1506.18,08/14/2022 15:20:00,,
8/14/2022,15:40,16.28,31.74,40.48,1506.85,08/14/2022 15:40:00,,
8/14/2022,16:00,16.43,31.71,40.58,1507.28,08/14/2022 16:00:00,,
8/14/2022,16:20,16.65,31.68,40.73,1507.89,08/14/2022 16:20:00,,
8/14/2022,16:40,16.77,31.54,40.69,1508.1,08/14/2022 16:40:00,,
8/14/2022,17:00,16.8,31.52,40.69,1508.16,08/14/2022 17:00:00,,
8/14/2022,17:20,16.86,31.34,40.54,1508.14,08/14/2022 17:20:00,,
8/14/2022,17:40,16.86,30.93,40.07,1507.67,08/14/2022 17:40:00,,
8/14/2022,18:00,16.83,30.89,39.99,1507.53,08/14/2022 18:00:00,,
8/14/2022,18:20,16.74,30.68,39.67,1507,08/14/2022 18:20:00,,
8/14/2022,18:40,16.55,30.88,39.74,1506.68,08/14/2022 18:40:00,,
8/14/2022,19:00,16.34,31.28,40,1506.5,08/14/2022 19:00:00,,
8/14/2022,19:20,16.07,30.96,39.4,1505.28,08/14/2022 19:20:00,,
8/14/2022,19:40,15.83,31.15,39.39,1504.74,08/14/2022 19:40:00,,
8/14/2022,20:00,15.73,31.02,39.17,1504.3,08/14/2022 20:00:00,,
8/14/2022,20:20,15.67,31.13,39.24,1504.24,08/14/2022 20:20:00,,
8/14/2022,20:40,15.58,31.21,39.24,1504.04,08/14/2022 20:40:00,,
8/14/2022,21:00,15.49,31.34,39.31,1503.91,08/14/2022 21:00:00,,
8/14/2022,21:20,15.43,31.37,39.28,1503.75,08/14/2022 21:20:00,,
8/14/2022,21:40,15.43,31.39,39.31,1503.77,08/14/2022 21:40:00,,
8/14/2022,22:00,15.4,31.44,39.33,1503.73,08/14/2022 22:00:00,,
8/14/2022,22:20,15.4,31.32,39.21,1503.6,08/14/2022 22:20:00,,
8/14/2022,22:40,15.37,31.57,39.46,1503.79,08/14/2022 22:40:00,,
8/14/2022,23:00,15.31,31.71,39.56,1503.76,08/14/2022 23:00:00,,
8/14/2022,23:20,15.25,31.33,39.08,1503.12,08/14/2022 23:20:00,,
8/14/2022,23:40,15.18,31.27,38.96,1502.85,08/14/2022 23:40:00,,
8/14/2022,0:00,15.12,31.23,38.85,1502.61,08/14/2022 0:00:00,,
8/15/2022,0:20,15.06,31.21,38.78,1502.39,08/15/2022 0:20:00,,
8/15/2022,0:40,15.06,31.07,38.63,1502.23,08/15/2022 0:40:00,,
8/15/2022,1:00,14.97,31.01,38.48,1501.86,08/15/2022 1:00:00,,
8/15/2022,1:20,14.88,30.99,38.37,1501.54,08/15/2022 1:20:00,,
8/15/2022,1:40,14.82,31,38.32,1501.35,08/15/2022 1:40:00,,
8/15/2022,2:00,14.75,30.98,38.25,1501.13,08/15/2022 2:00:00,,
8/15/2022,2:20,14.54,30.94,38.02,1500.39,08/15/2022 2:20:00,,
8/15/2022,2:40,14.26,30.91,37.74,1499.44,08/15/2022 2:40:00,,
8/15/2022,3:00,13.98,30.81,37.38,1498.41,08/15/2022 3:00:00,,
8/15/2022,3:20,13.67,30.91,37.22,1497.51,08/15/2022 3:20:00,,
8/15/2022,3:40,13.39,31.62,37.74,1497.42,08/15/2022 3:40:00,,
8/15/2022,4:00,13.29,31.4,37.41,1496.84,08/15/2022 4:00:00,,
8/15/2022,4:20,13.29,31.12,37.12,1496.5,08/15/2022 4:20:00,,
8/15/2022,4:40,13.2,30.91,36.82,1495.94,08/15/2022 4:40:00,,
8/15/2022,5:00,13.14,30.73,36.56,1495.51,08/15/2022 5:00:00,,
8/15/2022,5:20,13.1,30.38,36.17,1494.98,08/15/2022 5:20:00,,
8/15/2022,5:40,13.07,29.87,35.59,1494.26,08/15/2022 5:40:00,,
8/15/2022,6:00,13.07,29.92,35.64,1494.32,08/15/2022 6:00:00,,
8/15/2022,6:20,13.26,29.85,35.72,1494.86,08/15/2022 6:20:00,,
8/15/2022,6:40,13.57,29.81,35.95,1495.87,08/15/2022 6:40:00,,
8/15/2022,7:00,13.89,29.92,36.33,1497.04,08/15/2022 7:00:00,,
8/15/2022,7:20,14.2,29.87,36.54,1498,08/15/2022 7:20:00,,
8/15/2022,7:40,14.41,29.86,36.72,1498.7,08/15/2022 7:40:00,,
8/15/2022,8:00,14.63,30.04,37.1,1499.61,08/15/2022 8:00:00,,
8/15/2022,8:20,14.85,30.26,37.53,1500.57,08/15/2022 8:20:00,,
8/15/2022,8:40,15,30.19,37.58,1500.98,08/15/2022 8:40:00,,
8/15/2022,9:00,15.15,30.2,37.73,1501.49,08/15/2022 9:00:00,,
8/15/2022,9:20,15.28,30.33,37.99,1502.04,08/15/2022 9:20:00,,
8/15/2022,9:40,15.43,30.31,38.09,1502.49,08/15/2022 9:40:00,,
8/15/2022,10:00,15.49,30.2,38.02,1502.56,08/15/2022 10:00:00,,
8/15/2022,10:20,15.43,30.26,38.04,1502.44,08/15/2022 10:20:00,,
8/15/2022,10:40,15.43,29.69,37.39,1501.77,08/15/2022 10:40:00,,
8/15/2022,11:00,15.52,30.13,37.97,1502.57,08/15/2022 11:00:00,,
8/15/2022,11:20,15.64,29.88,37.8,1502.67,08/15/2022 11:20:00,,
8/15/2022,11:40,15.73,30.04,38.05,1503.14,08/15/2022 11:40:00,,
8/15/2022,12:00,15.83,30.03,38.12,1503.42,08/15/2022 12:00:00,,
8/15/2022,12:20,15.95,29.92,38.1,1503.68,08/15/2022 12:20:00,,
8/15/2022,12:40,15.92,30.18,38.38,1503.89,08/15/2022 12:40:00,,
8/15/2022,13:00,16.01,30.2,38.48,1504.2,08/15/2022 13:00:00,,
8/15/2022,13:20,15.98,30.18,38.43,1504.08,08/15/2022 13:20:00,,
8/15/2022,13:40,15.98,30.18,38.43,1504.08,08/15/2022 13:40:00,,
8/15/2022,14:00,15.98,30.36,38.63,1504.28,08/15/2022 14:00:00,,
8/15/2022,14:20,15.76,30.39,38.47,1503.65,08/15/2022 14:20:00,,
8/15/2022,14:40,15.52,30.59,38.49,1503.12,08/15/2022 14:40:00,,
8/15/2022,15:00,15.12,30.54,38.08,1501.79,08/15/2022 15:00:00,,
8/15/2022,15:20,14.97,30.5,37.9,1501.25,08/15/2022 15:20:00,,
8/15/2022,15:40,14.88,30.52,37.85,1500.99,08/15/2022 15:40:00,,
8/15/2022,16:00,14.82,30.41,37.68,1500.66,08/15/2022 16:00:00,,
8/15/2022,16:20,14.72,30.35,37.52,1500.28,08/15/2022 16:20:00,,
8/15/2022,16:40,14.72,30.26,37.42,1500.18,08/15/2022 16:40:00,,
8/15/2022,17:00,14.72,30.3,37.47,1500.23,08/15/2022 17:00:00,,
8/15/2022,17:20,14.72,30.22,37.37,1500.12,08/15/2022 17:20:00,,
8/15/2022,17:40,14.63,29.48,36.48,1498.95,08/15/2022 17:40:00,,
8/15/2022,18:00,14.51,29.95,36.9,1499.11,08/15/2022 18:00:00,,
8/15/2022,18:20,14.32,29.66,36.42,1498.16,08/15/2022 18:20:00,,
8/15/2022,18:40,14.29,29.3,35.99,1497.63,08/15/2022 18:40:00,,
8/15/2022,19:00,14.32,29.19,35.9,1497.6,08/15/2022 19:00:00,,
8/15/2022,19:20,14.48,29.77,36.67,1498.8,08/15/2022 19:20:00,,
8/15/2022,19:40,14.85,29.9,37.13,1500.15,08/15/2022 19:40:00,,
8/15/2022,20:00,15.15,29.8,37.29,1501.02,08/15/2022 20:00:00,,
8/15/2022,20:20,15.46,29.8,37.54,1501.99,08/15/2022 20:20:00,,
8/15/2022,20:40,15.58,29.47,37.27,1501.99,08/15/2022 20:40:00,,
8/15/2022,21:00,15.64,29.51,37.37,1502.23,08/15/2022 21:00:00,,
8/15/2022,21:20,15.67,29.53,37.42,1502.35,08/15/2022 21:20:00,,
8/15/2022,21:40,15.67,29.58,37.47,1502.41,08/15/2022 21:40:00,,
8/15/2022,22:00,15.67,29.56,37.45,1502.38,08/15/2022 22:00:00,,
8/15/2022,22:20,15.67,29.51,37.4,1502.33,08/15/2022 22:20:00,,
8/15/2022,22:40,15.67,29.49,37.37,1502.3,08/15/2022 22:40:00,,
8/15/2022,23:00,15.67,29.51,37.4,1502.33,08/15/2022 23:00:00,,
8/15/2022,23:20,15.64,29.6,37.47,1502.34,08/15/2022 23:20:00,,
8/15/2022,23:40,15.58,29.62,37.45,1502.17,08/15/2022 23:40:00,,
8/15/2022,0:00,15.52,30.5,38.39,1503.02,08/15/2022 0:00:00,,
8/16/2022,0:20,15.43,30.55,38.36,1502.78,08/16/2022 0:20:00,,
8/16/2022,0:40,15.37,30.55,38.31,1502.59,08/16/2022 0:40:00,,
8/16/2022,1:00,15.31,30.35,38.04,1502.16,08/16/2022 1:00:00,,
8/16/2022,1:20,15.18,30.27,37.83,1501.67,08/16/2022 1:20:00,,
8/16/2022,1:40,15,30.1,37.48,1500.88,08/16/2022 1:40:00,,
8/16/2022,2:00,14.78,30.03,37.23,1500.11,08/16/2022 2:00:00,,
8/16/2022,2:20,14.57,30.08,37.1,1499.47,08/16/2022 2:20:00,,
8/16/2022,2:40,14.38,30.38,37.27,1499.22,08/16/2022 2:40:00,,
8/16/2022,3:00,14.14,30.32,36.99,1498.34,08/16/2022 3:00:00,,
8/16/2022,3:20,14.04,30.24,36.81,1497.93,08/16/2022 3:20:00,,
8/16/2022,3:40,13.92,30.19,36.66,1497.47,08/16/2022 3:40:00,,
8/16/2022,4:00,13.76,30.13,36.46,1496.88,08/16/2022 4:00:00,,
8/16/2022,4:20,13.54,29.84,35.95,1495.8,08/16/2022 4:20:00,,
8/16/2022,4:40,13.26,30.49,36.42,1495.64,08/16/2022 4:40:00,,
8/16/2022,5:00,13.14,31.8,37.71,1496.8,08/16/2022 5:00:00,,
8/16/2022,5:20,12.98,31.67,37.43,1496.11,08/16/2022 5:20:00,,
8/16/2022,5:40,12.79,31.85,37.45,1495.69,08/16/2022 5:40:00,,
8/16/2022,6:00,12.66,31.84,37.32,1495.25,08/16/2022 6:00:00,,
8/16/2022,6:20,12.54,31.87,37.25,1494.85,08/16/2022 6:20:00,,
8/16/2022,6:40,12.47,31.73,37.05,1494.47,08/16/2022 6:40:00,,
8/16/2022,7:00,12.47,31.8,37.12,1494.56,08/16/2022 7:00:00,,
8/16/2022,7:20,12.47,31.21,36.5,1493.84,08/16/2022 7:20:00,,
8/16/2022,7:40,12.57,31.23,36.6,1494.19,08/16/2022 7:40:00,,
8/16/2022,8:00,12.69,31.39,36.88,1494.81,08/16/2022 8:00:00,,
8/16/2022,8:20,12.85,30.88,36.48,1494.74,08/16/2022 8:20:00,,
8/16/2022,8:40,13.01,30.76,36.49,1495.12,08/16/2022 8:40:00,,
8/16/2022,9:00,13.14,30.47,36.29,1495.2,08/16/2022 9:00:00,,
8/16/2022,9:20,13.36,30.17,36.15,1495.56,08/16/2022 9:20:00,,
8/16/2022,9:40,13.61,29.42,35.56,1495.51,08/16/2022 9:40:00,,
8/16/2022,10:00,13.89,31.11,37.63,1498.46,08/16/2022 10:00:00,,
8/16/2022,10:20,14.04,31.49,38.18,1499.43,08/16/2022 10:20:00,,
8/16/2022,10:40,14.07,31.4,38.11,1499.42,08/16/2022 10:40:00,,
8/16/2022,11:00,14.14,31.78,38.58,1500.08,08/16/2022 11:00:00,,
8/16/2022,11:20,14.2,31.8,38.66,1500.3,08/16/2022 11:20:00,,
8/16/2022,11:40,14.32,31.74,38.71,1500.64,08/16/2022 11:40:00,,
8/16/2022,12:00,14.57,31.71,38.89,1501.4,08/16/2022 12:00:00,,
8/16/2022,12:20,14.82,31.78,39.19,1502.28,08/16/2022 12:20:00,,
8/16/2022,12:40,14.97,31.64,39.17,1502.61,08/16/2022 12:40:00,,
8/16/2022,13:00,15.18,31.78,39.53,1503.46,08/16/2022 13:00:00,,
8/16/2022,13:20,15.37,31.79,39.71,1504.06,08/16/2022 13:20:00,,
8/16/2022,13:40,15.43,31.81,39.78,1504.27,08/16/2022 13:40:00,,
8/16/2022,14:00,15.37,31.81,39.73,1504.08,08/16/2022 14:00:00,,
8/16/2022,14:20,15.37,31.75,39.66,1504,08/16/2022 14:20:00,,
8/16/2022,14:40,15.34,31.82,39.71,1503.99,08/16/2022 14:40:00,,
8/16/2022,15:00,15.25,31.71,39.5,1503.57,08/16/2022 15:00:00,,
8/16/2022,15:20,15.18,31.8,39.55,1503.49,08/16/2022 15:20:00,,
8/16/2022,15:40,15.03,31.77,39.37,1502.96,08/16/2022 15:40:00,,
8/16/2022,16:00,15.03,31.79,39.4,1502.98,08/16/2022 16:00:00,,
8/16/2022,16:20,15,31.73,39.3,1502.81,08/16/2022 16:20:00,,
8/16/2022,16:40,15.06,31.81,39.45,1503.11,08/16/2022 16:40:00,,
8/16/2022,17:00,15.21,31.82,39.6,1503.61,08/16/2022 17:00:00,,
8/16/2022,17:20,15.31,31.68,39.53,1503.73,08/16/2022 17:20:00,,
8/16/2022,17:40,15.37,31.66,39.56,1503.9,08/16/2022 17:40:00,,
8/16/2022,18:00,15.4,31.79,39.73,1504.15,08/16/2022 18:00:00,,
8/16/2022,18:20,15.43,31.54,39.48,1503.96,08/16/2022 18:20:00,,
8/16/2022,18:40,15.43,31.63,39.58,1504.06,08/16/2022 18:40:00,,
8/16/2022,19:00,15.4,31.72,39.66,1504.07,08/16/2022 19:00:00,,
8/16/2022,19:20,15.31,31.66,39.51,1503.71,08/16/2022 19:20:00,,
8/16/2022,19:40,15.25,31.73,39.53,1503.6,08/16/2022 19:40:00,,
8/16/2022,20:00,15.18,31.63,39.35,1503.28,08/16/2022 20:00:00,,
8/16/2022,20:20,15.09,31.7,39.35,1503.07,08/16/2022 20:20:00,,
8/16/2022,20:40,15.03,31.77,39.37,1502.96,08/16/2022 20:40:00,,
8/16/2022,21:00,15,31.75,39.32,1502.83,08/16/2022 21:00:00,,
8/16/2022,21:20,15.03,31.59,39.18,1502.74,08/16/2022 21:20:00,,
8/16/2022,21:40,15.06,31.7,39.33,1502.97,08/16/2022 21:40:00,,
8/16/2022,22:00,15.09,31.74,39.4,1503.12,08/16/2022 22:00:00,,
8/16/2022,22:20,15.06,31.72,39.35,1503,08/16/2022 22:20:00,,
8/16/2022,22:40,15,31.57,39.12,1502.62,08/16/2022 22:40:00,,
8/16/2022,23:00,14.97,31.77,39.32,1502.76,08/16/2022 23:00:00,,
8/16/2022,23:20,14.94,31.84,39.37,1502.75,08/16/2022 23:20:00,,
8/16/2022,23:40,14.94,31.84,39.37,1502.75,08/16/2022 23:40:00,,
8/16/2022,0:00,14.94,30.92,38.35,1501.66,08/16/2022 0:00:00,,
8/17/2022,0:20,14.91,31.82,39.32,1502.63,08/17/2022 0:20:00,,
8/17/2022,0:40,14.94,31.82,39.35,1502.72,08/17/2022 0:40:00,,
8/17/2022,1:00,14.91,31.75,39.25,1502.55,08/17/2022 1:00:00,,
8/17/2022,1:20,14.94,31.82,39.35,1502.72,08/17/2022 1:20:00,,
8/17/2022,1:40,14.91,31.91,39.42,1502.73,08/17/2022 1:40:00,,
8/17/2022,2:00,14.88,31.89,39.37,1502.61,08/17/2022 2:00:00,,
8/17/2022,2:20,14.85,31.91,39.37,1502.54,08/17/2022 2:20:00,,
8/17/2022,2:40,14.82,31.94,39.37,1502.47,08/17/2022 2:40:00,,
8/17/2022,3:00,14.85,31.94,39.39,1502.57,08/17/2022 3:00:00,,
8/17/2022,3:20,14.85,31.91,39.37,1502.54,08/17/2022 3:20:00,,
8/17/2022,3:40,14.85,31.91,39.37,1502.54,08/17/2022 3:40:00,,
8/17/2022,4:00,14.88,31.89,39.37,1502.61,08/17/2022 4:00:00,,
8/17/2022,4:20,14.88,31.89,39.37,1502.61,08/17/2022 4:20:00,,
8/17/2022,4:40,14.88,31.87,39.35,1502.58,08/17/2022 4:40:00,,
8/17/2022,5:00,14.91,31.93,39.45,1502.76,08/17/2022 5:00:00,,
8/17/2022,5:20,14.91,31.93,39.45,1502.76,08/17/2022 5:20:00,,
8/17/2022,5:40,14.91,31.87,39.37,1502.68,08/17/2022 5:40:00,,
8/17/2022,6:00,14.91,31.91,39.42,1502.73,08/17/2022 6:00:00,,
8/17/2022,6:20,14.91,31.87,39.37,1502.68,08/17/2022 6:20:00,,
8/17/2022,6:40,14.88,31.85,39.32,1502.56,08/17/2022 6:40:00,,
8/17/2022,7:00,14.82,31.89,39.32,1502.42,08/17/2022 7:00:00,,
8/17/2022,7:20,14.75,31.9,39.27,1502.22,08/17/2022 7:20:00,,
8/17/2022,7:40,14.72,31.79,39.12,1501.99,08/17/2022 7:40:00,,
8/17/2022,8:00,14.72,31.76,39.09,1501.97,08/17/2022 8:00:00,,
8/17/2022,8:20,14.75,31.61,38.94,1501.88,08/17/2022 8:20:00,,
8/17/2022,8:40,14.75,31.72,39.07,1502.01,08/17/2022 8:40:00,,
8/17/2022,9:00,14.69,31.74,39.04,1501.84,08/17/2022 9:00:00,,
8/17/2022,9:20,14.54,31.75,38.91,1501.36,08/17/2022 9:20:00,,
8/17/2022,9:40,14.51,31.87,39.01,1501.39,08/17/2022 9:40:00,,
8/17/2022,10:00,14.48,31.85,38.96,1501.27,08/17/2022 10:00:00,,
8/17/2022,10:20,14.51,31.8,38.94,1501.31,08/17/2022 10:20:00,,
8/17/2022,10:40,14.51,31.89,39.04,1501.42,08/17/2022 10:40:00,,
8/17/2022,11:00,14.57,31.91,39.11,1501.64,08/17/2022 11:00:00,,
8/17/2022,11:20,14.57,31.82,39.01,1501.53,08/17/2022 11:20:00,,
8/17/2022,11:40,14.57,31.91,39.11,1501.64,08/17/2022 11:40:00,,
8/17/2022,12:00,14.57,31.91,39.11,1501.64,08/17/2022 12:00:00,,
8/17/2022,12:20,14.63,31.95,39.22,1501.89,08/17/2022 12:20:00,,
8/17/2022,12:40,14.78,31.94,39.34,1502.37,08/17/2022 12:40:00,,
8/17/2022,13:00,14.91,31.96,39.47,1502.79,08/17/2022 13:00:00,,
8/17/2022,13:20,14.94,31.95,39.5,1502.88,08/17/2022 13:20:00,,
8/17/2022,13:40,14.97,31.91,39.47,1502.92,08/17/2022 13:40:00,,
8/17/2022,14:00,14.88,31.96,39.45,1502.69,08/17/2022 14:00:00,,
8/17/2022,14:20,14.82,31.94,39.37,1502.47,08/17/2022 14:20:00,,
8/17/2022,14:40,14.88,31.96,39.45,1502.69,08/17/2022 14:40:00,,
8/17/2022,15:00,14.97,31.77,39.32,1502.76,08/17/2022 15:00:00,,
8/17/2022,15:20,15.06,31.74,39.38,1503.03,08/17/2022 15:20:00,,
8/17/2022,15:40,15.09,31.92,39.6,1503.33,08/17/2022 15:40:00,,
8/17/2022,16:00,15.18,31.89,39.65,1503.59,08/17/2022 16:00:00,,
8/17/2022,16:20,15.12,31.87,39.58,1503.38,08/17/2022 16:20:00,,
8/17/2022,16:40,15.06,31.88,39.52,1503.18,08/17/2022 16:40:00,,
8/17/2022,17:00,15.06,31.9,39.55,1503.21,08/17/2022 17:00:00,,
8/17/2022,17:20,15.06,31.9,39.55,1503.21,08/17/2022 17:20:00,,
8/17/2022,17:40,15.06,31.88,39.52,1503.18,08/17/2022 17:40:00,,
8/17/2022,18:00,15.03,31.86,39.47,1503.06,08/17/2022 18:00:00,,
8/17/2022,18:20,15.06,31.81,39.45,1503.11,08/17/2022 18:20:00,,
8/17/2022,18:40,15.03,31.86,39.47,1503.06,08/17/2022 18:40:00,,
8/17/2022,19:00,15.03,31.86,39.47,1503.06,08/17/2022 19:00:00,,
8/17/2022,19:20,15,31.86,39.45,1502.97,08/17/2022 19:20:00,,
8/17/2022,19:40,15,31.84,39.42,1502.94,08/17/2022 19:40:00,,
8/17/2022,20:00,14.97,31.84,39.4,1502.84,08/17/2022 20:00:00,,
8/17/2022,20:20,14.94,31.89,39.42,1502.8,08/17/2022 20:20:00,,
8/17/2022,20:40,14.94,31.75,39.27,1502.64,08/17/2022 20:40:00,,
8/17/2022,21:00,14.94,31.82,39.35,1502.72,08/17/2022 21:00:00,,
