datetime,salinity(ppt),,,https://boon.ucdavis.edu/data-access/products/fp/fp_seawater_salinity_daily
2022-11-09 0:00:00,31.1896814,,,
2022-11-10 0:00:00,31.11017028,,,
2022-11-11 0:00:00,31.08556111,,,
2022-11-12 0:00:00,31.03917203,,,
2022-11-13 0:00:00,30.95010799,,,
2022-11-14 0:00:00,30.32317168,,,
2022-11-15 0:00:00,29.57678392,,,
2022-11-16 0:00:00,29.36478182,,,
2022-11-17 0:00:00,29.2118479,,,
2022-11-18 0:00:00,30.13030767,,,
2022-11-19 0:00:00,30.8405542,,,
2022-11-20 0:00:00,30.75272483,,,
2022-11-21 0:00:00,30.6939493,,,
2022-11-22 0:00:00,30.77335699,,,
2022-11-23 0:00:00,30.78643158,,,
2022-11-24 0:00:00,30.79286643,,,
2022-11-25 0:00:00,30.80623846,,,
2022-11-26 0:00:00,30.80152203,,,
2022-11-27 0:00:00,30.77635944,,,
2022-11-28 0:00:00,30.79414441,,,
2022-11-29 0:00:00,30.73320559,,,
2022-11-30 0:00:00,30.76894336,,,
2022-12-01 0:00:00,30.82562226,,,
2022-12-02 0:00:00,30.46115105,,,
2022-12-03 0:00:00,30.63659056,,,
2022-12-04 0:00:00,30.69468592,,,
2022-12-05 0:00:00,30.2611639,,,
2023-01-20 0:00:00,24.54914186,,,
2023-01-21 0:00:00,23.04160799,,,
2023-01-22 0:00:00,23.39230979,,,
2023-01-23 0:00:00,22.6773126,,,
2023-01-24 0:00:00,24.03349549,,,
2023-01-25 0:00:00,24.32052483,,,
2023-01-26 0:00:00,24.25877937,,,
2023-01-27 0:00:00,23.82691993,,,
2023-01-28 0:00:00,23.60532273,,,
2023-01-29 0:00:00,22.40018955,,,
2023-01-30 0:00:00,21.40509371,,,
2023-01-31 0:00:00,23.54797413,,,
2023-02-01 0:00:00,24.84943101,,,
2023-02-02 0:00:00,26.45029056,,,
2023-02-03 0:00:00,27.47956132,,,
2023-02-04 0:00:00,27.29706146,,,
2023-02-05 0:00:00,28.0364528,,,
2023-02-06 0:00:00,27.32157743,,,
2023-02-07 0:00:00,27.36662308,,,
2023-02-08 0:00:00,27.38828438,,,
2023-02-09 0:00:00,27.51909582,,,
2023-02-10 0:00:00,27.48558611,,,
2023-02-11 0:00:00,27.04949792,,,
2023-02-12 0:00:00,27.06749618,,,
2023-02-13 0:00:00,27.30910596,,,
2023-02-14 0:00:00,26.2547059,,,
2023-02-15 0:00:00,26.89638636,,,
2023-02-16 0:00:00,28.77876028,,,
2023-02-17 0:00:00,29.17664231,,,
2023-02-18 0:00:00,29.10989167,,,
2023-02-19 0:00:00,29.08002535,,,
2023-02-20 0:00:00,29.00125583,,,
2023-02-21 0:00:00,28.80831888,,,
2023-03-02 0:00:00,28.36451845,,,
2023-03-03 0:00:00,28.8840662,,,
2023-03-04 0:00:00,28.79760104,,,
2023-03-05 0:00:00,29.16322083,,,
2023-03-06 0:00:00,28.61065417,,,
2023-03-07 0:00:00,28.31589582,,,
2023-03-08 0:00:00,28.43233868,,,
2023-03-09 0:00:00,28.11906632,,,
2023-03-10 0:00:00,28.80197517,,,
2023-03-11 0:00:00,27.09806076,,,
2023-03-12 0:00:00,26.85604351,,,
2023-03-13 0:00:00,25.62176538,,,
2023-03-14 0:00:00,25.16887666,,,
2023-03-15 0:00:00,20.80233484,,,
2023-03-16 0:00:00,21.29122927,,,
2023-03-17 0:00:00,22.49451357,,,
2023-03-18 0:00:00,25.74199072,,,
2023-03-19 0:00:00,25.53672334,,,
2023-03-20 0:00:00,21.06141842,,,
2023-03-23 0:00:00,24.64757317,,,
2023-03-24 0:00:00,20.95904251,,,
2023-03-25 0:00:00,18.11572667,,,
2023-04-03 0:00:00,21.21290127,,,
2023-04-04 0:00:00,22.86539338,,,
2023-04-05 0:00:00,23.56936503,,,
2023-04-06 0:00:00,24.72281469,,,
2023-04-07 0:00:00,25.65848667,,,
2023-04-08 0:00:00,25.3681493,,,
2023-04-09 0:00:00,25.08274266,,,
2023-04-10 0:00:00,24.90792428,,,
2023-04-19 0:00:00,26.15906071,,,
2023-04-20 0:00:00,23.72572708,,,
2023-04-21 0:00:00,20.11644965,,,
2023-04-22 0:00:00,19.96261806,,,
2023-04-23 0:00:00,20.1239691,,,
2023-04-24 0:00:00,19.94437153,,,
2023-04-25 0:00:00,19.27675,,,
2023-04-26 0:00:00,18.51028542,,,
2023-04-27 0:00:00,17.77334063,,,
2023-04-28 0:00:00,18.19547153,,,
2023-04-29 0:00:00,18.10773056,,,
2023-04-30 0:00:00,17.98532743,,,
2023-05-01 0:00:00,17.92273785,,,
2023-05-02 0:00:00,17.98307118,,,
2023-05-03 0:00:00,18.23348333,,,
2023-05-04 0:00:00,18.63917431,,,
2023-05-05 0:00:00,19.05525382,,,
2023-05-06 0:00:00,19.42131563,,,
2023-05-07 0:00:00,19.93084167,,,
2023-05-08 0:00:00,20.44027326,,,
2023-05-09 0:00:00,20.87257735,,,
2023-05-10 0:00:00,21.25007882,,,
2023-05-11 0:00:00,21.44491344,,,
2023-06-07 0:00:00,20.4975,,,
2023-06-08 0:00:00,20.54782056,,,
2023-06-09 0:00:00,20.30058646,,,
2023-06-10 0:00:00,20.39539164,,,
2023-06-11 0:00:00,20.42071007,,,
2023-06-12 0:00:00,20.5261014,,,
2023-06-13 0:00:00,20.53783624,,,
2023-06-14 0:00:00,20.63120244,,,
2023-06-15 0:00:00,20.78518601,,,
